tt0845947,nm0601484
tt0133259,nm0549031
tt0368425,nm0245814
tt0131103,nm0709864
tt0481915,nm0643290
tt2321828,nm0041001
tt0292726,nm0259232
tt10510036,nm10776685
tt0395295,nm0596125
tt0173412,nm0525725
tt0173412,nm0348624
tt0173412,nm0073560
tt0464298,nm0572950
tt9113582,nm6348471
tt0075386,nm0000425
tt0418291,nm0169537
tt1822361,nm4275961
tt2866100,\N
tt0405443,nm1534515
tt5145344,nm2694564
tt7363162,nm4493259
tt0105740,nm0274366
tt0066523,nm0220795
tt6295862,nm1927069
tt1059696,nm1202716
tt7148484,\N
tt0049916,nm0275034
tt0040939,nm0135730
tt7662172,nm1171596
tt9287174,nm9014953
tt0080955,nm0380299
tt0301997,nm0947574
tt0182512,nm0332892
tt0182512,nm0244294
tt6271054,nm0013041
tt0444526,nm0156026
tt0131633,nm0718033
tt1418768,nm0700515
tt0267090,nm0586471
tt1013757,nm0509327
tt0275044,nm0228186
tt0420298,nm0973063
tt0030932,nm0363235
tt0053415,nm0240201
tt0457190,nm0407778
tt0855545,nm0118530
tt0432374,nm1760846
tt0092165,nm0726434
tt0306194,nm0823864
tt0018536,nm0864006
tt0125580,nm0252158
tt0275045,\N
tt0544161,nm0339543
tt0292325,nm1033192
tt0214277,nm0899854
tt0401862,nm0930198
tt0013733,nm0064600
tt6259668,nm0333277
tt1801019,\N
tt0086535,nm0774684
tt0157158,nm0258798
tt8962090,nm0771730
tt0170761,nm0162272
tt0331699,nm1018095
tt0423477,\N
tt0092167,nm0689983
tt0334612,nm1253563
tt0054439,nm0044929
tt0175296,nm0830150
tt0153524,nm0538709
tt0334613,nm0525544
tt0334613,nm0800661
tt0049790,nm0348717
tt0049790,nm0752922
tt0334614,nm0276763
tt0332483,nm0294850
tt0332811,nm0036923
tt0351946,nm0951027
tt0075388,nm0529390
tt0334615,nm0536115
tt0334615,nm0161093
tt0430735,nm0899144
tt0388514,nm0700582
tt0275036,nm0433657
tt8142216,nm0950767
tt0155364,nm0754286
tt0049917,nm0452045
tt0049917,nm0592483
tt0118074,nm0563473
tt0171886,nm0451576
tt0171886,nm0467035
tt0090257,nm0579954
tt0451260,nm1325480
tt0042021,nm0665010
tt0030933,nm0690143
tt0310309,nm0950529
tt0361093,nm0105417
tt0861741,nm1543250
tt0492827,\N
tt0175298,nm0753015
tt0124201,nm0377434
tt0124201,nm0377433
tt0018537,nm0491503
tt0304892,nm1100353
tt0086536,nm0319846
tt0463252,nm0684762
tt0061154,nm0548072
tt0062905,nm0603217
tt0438554,nm0430991
tt8446948,nm9854342
tt0791595,nm2236390
tt0042022,nm0273285
tt0488665,nm0005692
tt0428016,nm1754438
tt1342429,nm0182913
tt0826200,nm0816478
tt0173413,nm0470729
tt0020550,nm0474487
tt0332484,nm0623881
tt0334616,nm0514816
tt0283582,nm0753473
tt0250808,\N
tt0012803,nm0051019
tt0080692,nm0270836
tt0176290,nm0883341
tt0397712,nm0432629
tt0397712,nm0384865
tt0277423,nm0835294
tt8870488,nm0856997
tt0180282,nm0636952
tt0265981,nm0828060
tt0128817,nm0159143
tt1105244,nm0686310
tt6079286,nm1649923
tt0048783,nm0481838
tt0048783,nm0481823
tt0170765,nm0704398
tt0170765,nm0704390
tt0332813,nm0332892
tt0170764,nm0947272
tt9714658,nm4690224
tt0382365,nm0646409
tt0348312,nm1066252
tt0880651,nm2275334
tt0391519,nm0417306
tt0373427,nm0151546
tt0279503,nm0616114
tt0140677,nm0693092
tt0303190,nm0474593
tt0270044,nm0595942
tt0400585,nm0698184
tt0927154,nm0526921
tt0108484,nm0657722
tt0195427,nm0076419
tt0096377,nm0687759
tt2967214,\N
tt5553418,nm1754490
tt0320730,nm1186259
tt3324570,nm3595479
tt0094260,nm0792869
tt9547632,\N
tt0983244,nm1255234
tt0324395,nm1195108
tt0062015,nm0451126
tt0038638,nm0740282
tt0061147,nm0451576
tt0098574,nm0681695
tt0324396,nm0770703
tt0219380,nm0284455
tt0219381,nm0284455
tt0219382,nm0284455
tt0081699,nm0147677
tt0250801,nm0504817
tt0250801,nm0575932
tt0153477,nm0473603
tt0153477,nm0532385
tt0925307,nm0067946
tt5520982,nm0208295
tt0003505,nm0717468
tt0471962,nm1988137
tt0052361,nm0182244
tt6583868,nm8814285
tt0787232,nm0145527
tt0033232,nm0844538
tt0181126,\N
tt0779291,nm2203747
tt0779291,nm2205368
tt0950718,nm0513627
tt0035511,nm0157069
tt8330190,nm9740845
tt0103202,nm0200417
tt0265984,nm0060390
tt0128818,nm0296425
tt0376303,nm0763626
tt0778894,nm0543994
tt0260502,nm0561258
tt0495767,nm0098439
tt0145560,nm0133231
tt0451961,nm5683232
tt0120443,nm0210701
tt0058721,nm0159741
tt0183970,nm0133461
tt0045292,nm0539476
tt0211723,nm0820155
tt0114844,nm0893872
tt0111616,nm0749914
tt0080094,nm0598102
tt5432126,nm0688207
tt0062439,nm0024589
tt3610836,nm6372567
tt0948474,nm0002645
tt0948474,nm0591362
tt0274061,nm0758285
tt0782709,nm0027948
tt6098412,nm0258007
tt0903035,nm1899535
tt0903035,nm2258747
tt0128822,nm0282610
tt0247019,nm0004071
tt0774721,nm1859979
tt0013734,nm0005717
tt0090258,nm0001238
tt0407286,nm0144460
tt5389342,nm5502113
tt2305534,\N
tt0335522,nm1257205
tt0081713,nm0195397
tt0090260,nm0720512
tt0513200,\N
tt0441550,nm0735462
tt0407287,nm1561002
tt0062438,nm0786174
tt0127344,nm0840736
tt0780175,nm0380133
tt0164958,nm0261514
tt8365550,nm0145996
tt0211101,nm0516220
tt0463012,nm0310494
tt0178968,nm0727355
tt0178968,nm0043622
tt0178968,nm0554932
tt0178968,nm0618035
tt0178968,nm0146874
tt0178968,nm0474151
tt0383038,nm0032853
tt0304894,nm0136552
tt0171888,nm0898438
tt0283663,nm0688783
tt0145562,nm0337252
tt0138164,nm0944947
tt0324436,nm1195870
tt0254849,nm0665643
tt1213899,nm0869007
tt1581824,nm3768141
tt5352208,nm1396495
tt0357287,nm0290544
tt0035512,nm0317856
tt0184987,nm0155469
tt0387669,nm1241019
tt0216344,nm0335924
tt0191629,nm0681189
tt0256513,nm0087258
tt0061155,nm0496674
tt0088637,nm0865440
tt0466181,nm1963521
tt0057651,nm0131460
tt0091548,nm0889402
tt0166867,nm0052858
tt0175299,nm0812613
tt0047653,nm0080615
tt0216345,nm0644145
tt0145566,nm0231798
tt0024730,nm0172485
tt0213305,nm0670549
tt0126112,nm0050853
tt0126112,nm0658806
tt0158438,nm0565026
tt0292329,nm0590474
tt0199133,nm0623020
tt0199133,nm0844877
tt0141956,nm0624412
tt0051162,nm0546149
tt0051162,nm0586259
tt0452522,nm0689471
tt0059869,nm0513420
tt0006217,nm0280463
tt0037429,nm0269290
tt0178859,nm0848396
tt9441126,nm7348107
tt0283129,nm0244471
tt0494881,nm1449956
tt0256494,nm0013706
tt0235864,nm0131560
tt8457384,nm9859773
tt0075390,nm0210811
tt8653126,nm8018052
tt0175300,nm0832990
tt0108485,nm0468007
tt0028462,nm0197900
tt6663360,\N
tt0024734,nm0311174
tt0348313,nm0351641
tt0016488,nm0413045
tt9772932,nm4804614
tt7328870,nm4512016
tt6700766,\N
tt0118075,nm0707691
tt0100867,nm0707691
tt0103204,nm0707691
tt0196185,nm0707691
tt2147338,nm4718363
tt0118076,nm0299923
tt0260504,nm0154271
tt0352978,nm1319072
tt0354169,nm1319072
tt0413453,nm0348739
tt0380801,nm1450755
tt0053418,nm0128715
tt0465771,\N
tt0138912,\N
tt0076880,nm0126864
tt1868142,\N
tt0260505,nm0276182
tt0301985,nm0812977
tt8672356,nm1884286
tt0881959,nm2169915
tt7439852,nm9307707
tt0850352,nm0714772
tt0264148,nm0836899
tt0259718,nm0707951
tt0444528,nm0048061
tt0261390,nm0136622
tt0261391,nm0136622
tt0278139,nm0953231
tt0438556,nm1843188
tt0406316,nm0959609
tt0081715,nm0261490
tt0084862,nm0716753
tt9309720,nm10223531
tt8821266,nm0935559
tt6382608,\N
tt0183973,nm0267740
tt0163375,nm0089502
tt0149334,nm0006761
tt9293970,nm3204491
tt7558546,\N
tt0173415,nm0004630
tt9597424,\N
tt0823554,nm2321838
tt0399845,nm0207010
tt0012816,nm0118272
tt0486508,nm2087278
tt0286282,nm0575721
tt0778144,nm0959495
tt0358254,nm1075619
tt0268752,nm0729466
tt0043115,nm0273477
tt0472924,nm0191229
tt0472924,nm1182307
tt0406321,nm0613669
tt0470585,nm0303688
tt0430739,nm0634629
tt0268746,nm0099901
tt0058632,nm0528790
tt0677873,nm0292419
tt0537551,nm0604470
tt0118079,nm0691061
tt0096382,nm0388510
tt8982244,nm7108143
tt6241688,nm2042919
tt1912520,\N
tt3059412,nm0867712
tt0156169,nm0689455
tt0452523,\N
tt0062442,nm0047672
tt0339861,\N
tt0477129,nm1943943
tt9900788,nm1543668
tt9820816,nm0351792
tt0476032,nm1836968
tt0237893,nm0105688
tt0237893,nm0699105
tt7237716,nm5741914
tt8808292,\N
tt0086540,nm0722749
tt0304895,nm0002728
tt0304895,nm0144909
tt0088350,nm0722749
tt0198005,\N
tt0227740,nm0159195
tt0313753,nm1175458
tt0086539,nm0722749
tt2616352,nm0824566
tt0158331,nm0109279
tt5542530,nm7987817
tt5542530,nm7987818
tt0428017,nm1560977
tt0200254,\N
tt0153533,nm0907187
tt8743146,nm4055664
tt0029734,nm0928214
tt2789164,nm0948693
tt2853852,nm3477567
tt0211102,nm0062551
tt0375183,\N
tt0874328,nm2101556
tt0874328,nm2104066
tt0185745,\N
tt0181882,nm0895526
tt0494449,nm0930198
tt0105745,nm0030834
tt0155349,nm0254258
tt1292526,nm0361395
tt0084865,nm0001175
tt8140706,nm9698366
tt0009762,nm0107543
tt0442549,nm0798161
tt0243003,nm0384475
tt0204027,nm0419282
tt0036497,nm0019282
tt0036497,nm0314671
tt0036497,nm0455741
tt0036497,nm0693281
tt0036498,nm0455741
tt0035513,nm0419282
tt0499592,nm0560056
tt0463253,nm0837272
tt0070878,nm0090847
tt0011823,\N
tt0351950,nm1252614
tt1307051,nm0897032
tt1029170,nm0812962
tt0371586,nm0812773
tt0940790,nm2523144
tt0455830,nm0300861
tt6162176,nm2813683
tt0040942,nm0515796
tt0384654,nm0798210
tt0389494,nm1505875
tt0389494,nm1506692
tt0073863,nm0013706
tt0042024,nm0288408
tt0774707,nm2197629
tt0444939,nm0971673
tt0173602,nm0006620
tt0495637,nm0258172
tt0189187,nm0281463
tt7526728,nm1455023
tt7526728,nm7220102
tt7526728,nm1856834
tt0244287,nm0595896
tt0363301,nm1085158
tt9828940,nm4594914
tt0039956,nm0586262
tt6261096,\N
tt5225684,nm7277049
tt0459019,nm0096562
tt0053420,nm0759453
tt0202060,nm0863853
tt0147667,nm0289565
tt7181616,nm6824361
tt7181616,nm6824360
tt0444531,nm0300210
tt0955842,nm2541383
tt4966856,nm0608497
tt4966856,nm1206459
tt6831806,nm0038211
tt8617868,nm4323089
tt8617868,nm0554100
tt0049919,nm0347301
tt0316852,nm0210659
tt1236861,nm0686310
tt0139712,nm0685034
tt0142961,nm0306214
tt0019531,nm0922735
tt0283664,nm1006793
tt0283664,nm1007156
tt1280556,nm2064403
tt4936126,nm2010257
tt0414648,nm1648979
tt0324441,nm1195863
tt0376305,nm0427295
tt0826203,nm0300869
tt9759274,\N
tt0232903,nm0317163
tt7043856,\N
tt0840025,nm2344149
tt0326359,nm0519983
tt0424539,nm1715450
tt0424539,nm1715482
tt0143670,nm0312911
tt0396924,nm0095210
tt0387670,nm1235290
tt0311987,nm1141164
tt0153539,nm0312911
tt0153540,\N
tt6812118,\N
tt4883232,\N
tt0396923,nm1549797
tt0357289,nm1323899
tt0084866,nm0007131
tt0108490,nm0329715
tt0253893,nm0595926
tt0275774,nm0415852
tt0078463,nm0008943
tt0764281,nm2078430
tt0244876,nm0327950
tt0156170,nm0080180
tt6063948,nm3910594
tt6063948,nm6145708
tt6063948,nm5165250
tt0284622,nm0231027
tt0288303,nm1007496
tt0275046,nm0914972
tt1356935,nm0897216
tt10931514,\N
tt4761434,nm2989366
tt2762762,\N
tt0215335,nm0315898
tt0202655,nm0362855
tt0176293,nm0308723
tt0423480,nm1267827
tt0198006,nm0200498
tt0105752,nm0431118
tt0200256,nm0903455
tt0431457,nm1754453
tt0258286,nm0580800
tt0258286,nm0580847
tt0351951,nm0622905
tt0232904,nm0650390
tt0474990,nm2004352
tt0021521,nm0604239
tt0380980,nm1454401
tt0380980,nm1454974
tt0125584,nm0678939
tt0111624,nm0275808
tt1146604,nm0618391
tt0035518,nm0257068
tt0842669,nm0470044
tt0241034,nm0000694
tt0417239,nm1159207
tt0167479,nm0757790
tt1562630,nm0274028
tt9798408,\N
tt0335524,\N
tt0114850,nm0637238
tt0096442,nm0500717
tt0096442,nm0466109
tt0277425,\N
tt0335525,nm0745722
tt0463013,\N
tt0021522,nm0189076
tt0471965,nm0952377
tt0083287,nm0496312
tt0304898,nm1100565
tt0355008,nm0682749
tt0348883,nm0501471
tt0390601,nm0334924
tt7831776,nm1049888
tt0096387,nm0815398
tt0663053,\N
tt0057659,nm0255547
tt0038221,nm0351058
tt0282248,nm0584878
tt0282248,nm0904937
tt0282248,nm0482018
tt0236843,nm0328486
tt0201309,nm0812150
tt0324445,nm0350987
tt0773174,nm0618033
tt0460598,nm0883319
tt0816278,nm7947749
tt0295747,nm1051474
tt9111164,\N
tt0142963,nm0356839
tt0723435,\N
tt0053417,nm0582543
tt1421152,nm0639011
tt1421152,nm0042675
tt10482456,nm0617407
tt0256491,nm1061881
tt0364102,nm1210157
tt0140680,nm0439107
tt0483835,nm2052586
tt0080463,nm0682749
tt0456722,nm1916028
tt0250810,nm0445063
tt0246314,nm0002862
tt0450341,nm1839356
tt0450341,nm1866503
tt0028465,nm0105659
tt0461694,nm0470098
tt0420990,nm1474815
tt0757943,nm2124174
tt0791203,nm1312731
tt0982946,nm2241219
tt0402573,nm0032853
tt0053421,nm0511608
tt0469987,nm0442345
tt0247799,nm0921620
tt0012806,nm0000485
tt3375348,\N
tt0036500,nm0557084
tt1165833,nm0232625
tt0280183,nm0724905
tt0318809,nm0080248
tt0484906,nm0766847
tt0484906,nm2066235
tt0473559,nm0914388
tt0203184,nm0184323
tt0203184,nm0566380
tt0100871,nm0320180
tt0316854,nm1031045
tt0098597,nm0815562
tt0098597,nm0606483
tt0098597,nm0810553
tt0139715,nm0638130
tt0467123,nm0221342
tt0454646,nm1768157
tt8226998,nm4351409
tt8226998,nm9099302
tt7317744,nm9241326
tt0362281,nm1356931
tt2299853,\N
tt0226596,nm0242086
tt0446067,nm1459495
tt0161068,nm0249892
tt8598112,nm3895156
tt0055595,nm0295901
tt0042023,nm0644983
tt0175301,nm0596480
tt0018540,nm0274425
tt0029732,nm0909436
tt1694547,nm2281224
tt0400926,\N
tt0275048,nm0570395
tt0036501,nm0526369
tt0408314,nm0844546
tt0127345,nm0087793
tt0044191,nm0618261
tt8897854,nm6152663
tt9324850,\N
tt0075393,nm0000786
tt0043106,nm0105175
tt0438561,nm0333088
tt9822628,nm3801917
tt0039959,nm0819806
tt0037433,nm0342622
tt0195390,nm0727355
tt0046516,nm0172485
tt0463015,nm0689562
tt7689354,nm9390084
tt0216361,nm0698779
tt0033221,nm0828419
tt0237896,nm0567754
tt0862885,nm2388280
tt9815852,\N
tt0410854,nm1633063
tt0256498,nm0577499
tt0242127,nm0351331
tt0108493,nm0845235
tt0139716,nm0481838
tt0332486,nm0740424
tt0044193,nm0299586
tt0158339,nm1070721
tt0057650,nm0002196
tt0133262,nm0850466
tt0035510,nm0062183
tt0447524,nm0710888
tt0139718,nm0882795
tt0575844,nm0617451
tt0139719,nm0876343
tt0244871,nm0620929
tt0039081,nm0882795
tt0452528,nm1920783
tt0910966,nm2470894
tt0076883,nm0481838
tt0139720,nm0758744
tt0139720,nm0876733
tt0090265,nm0617492
tt0065180,nm0472087
tt0348332,nm1300469
tt0270023,nm0655556
tt0818808,nm0456426
tt0135036,nm0845290
tt0103208,nm0513044
tt9761832,nm8129643
tt0318165,nm1167925
tt0378980,\N
tt0378981,\N
tt11317534,nm2413833
tt8269260,nm9767449
tt8453078,nm9857893
tt0344527,nm1231635
tt0432185,nm0002862
tt7001986,nm8239752
tt0478394,nm0097079
tt8472324,\N
tt0230950,nm0363030
tt0183995,nm0359870
tt0424735,nm0029732
tt0176310,nm0870943
tt0029735,nm0445454
tt0332487,\N
tt0335526,nm0406078
tt0441907,nm1350291
tt5484048,\N
tt0432186,nm1330390
tt0296262,nm0191334
tt3877402,\N
tt0157162,nm0080332
tt0390602,nm1032506
tt0858492,nm1442514
tt0386849,\N
tt0265992,nm0711753
tt5898108,nm0806252
tt7975230,nm8667786
tt1673708,nm0699623
tt4083528,nm6301132
tt0311977,nm0459732
tt0126113,nm0920811
tt0051165,nm0002489
tt0246514,nm0470081
tt0127958,nm0804736
tt0127958,nm0432143
tt0171891,nm0874269
tt0370046,nm0748582
tt0058723,nm0904651
tt0382644,nm0464417
tt0306198,nm0225938
tt0257258,nm0542339
tt0156173,nm0080279
tt0156174,nm0080279
tt0257257,nm0707397
tt10081166,nm10573632
tt0096391,nm0326500
tt0270049,nm0898521
tt0247020,nm0619162
tt0283120,nm0109449
tt0120451,nm0257009
tt0111626,nm0582543
tt0047657,nm0803549
tt0886543,nm0283844
tt0051166,nm0353747
tt0051166,nm0921438
tt0070879,nm0765430
tt0217227,\N
tt0078464,nm0469273
tt0335527,\N
tt0335528,nm0509008
tt0098598,nm0350758
tt0271866,nm0857001
tt0347693,nm0480085
tt0214284,nm0044080
tt0052366,nm0164044
tt0205707,nm0721031
tt0205707,nm1077775
tt0205707,nm0793236
tt0103209,nm0016048
tt9766080,nm1317250
tt0062444,nm0764736
tt0169366,nm0896892
tt0499270,nm1531044
tt0034361,nm0148602
tt0201792,nm0900485
tt0265993,\N
tt0253898,nm0367139
tt0253899,nm0527917
tt0012808,nm0478303
tt0433662,nm1382175
tt0192749,nm0597330
tt0435512,nm0652650
tt0024737,nm0287506
tt0033223,nm0567757
tt0348321,nm1953006
tt0056659,nm0689659
tt0211106,nm0270187
tt0211106,nm0627982
tt8035344,nm7946943
tt5576914,\N
tt0232905,nm0928770
tt0027176,nm0188669
tt0984244,nm1387614
tt0441908,nm0668199
tt0787237,nm1047314
tt9820352,nm0053028
tt0921861,nm0122594
tt0921861,nm0836170
tt0488668,nm1589563
tt0778145,nm1340313
tt0165532,nm0638701
tt0437533,nm0583697
tt0008738,nm0166836
tt0386850,nm0165316
tt0123312,nm0674398
tt0063775,nm0474539
tt0820164,nm0602235
tt0133263,nm0638842
tt0439033,nm1739151
tt0020554,nm0909436
tt0105756,nm0006620
tt0254856,nm0326013
tt3802954,\N
tt1151281,nm0367889
tt5511772,nm5427434
tt0126177,nm0025945
tt0111628,nm0464398
tt0382366,nm0575444
tt0382366,nm1376627
tt0382366,nm1460308
tt0382366,nm0103880
tt0382366,nm0477597
tt0133265,nm0850466
tt0057662,nm0850466
tt0049921,nm0850466
tt0428019,nm1760857
tt10500558,\N
tt0037434,nm0299553
tt0226598,nm0078088
tt0067951,nm0405877
tt0188444,nm0840522
tt0334623,nm1195915
tt0393948,\N
tt0033218,nm0422058
tt0036494,nm0418438
tt2807032,nm5561974
tt0028469,nm0281487
tt0175302,nm0776036
tt0903661,nm2379531
tt0170769,nm0061598
tt0259722,nm0875498
tt0264770,nm0462122
tt0130348,nm0223047
tt0350286,nm1310018
tt0081734,nm0199379
tt0171892,nm0301483
tt0103212,nm0210918
tt0103212,nm0469079
tt0257260,nm0706478
tt0434417,\N
tt0348782,nm0391440
tt0848501,nm0143317
tt0253900,nm0243359
tt9827880,nm1908112
tt0435513,nm1487328
tt0081721,nm0747808
tt0072368,nm0767110
tt1171650,nm0376221
tt0250811,nm0790758
tt6523786,nm8774630
tt6523786,nm1667624
tt10219402,nm0000265
tt0425622,nm0532702
tt0063777,nm0586233
tt0963360,nm1002138
tt9034582,nm8332250
tt0255682,nm0700393
tt9601342,nm3583506
tt3756274,nm4577252
tt9279130,nm0371348
tt0063778,nm0265912
tt0390603,nm0258084
tt0179504,nm0346314
tt0480051,nm0836106
tt0483198,nm0298605
tt0348322,nm0925028
tt5156126,\N
tt0309041,nm0999824
tt0100874,nm0311702
tt0100874,nm0414842
tt0258291,nm0046636
tt0030941,nm0405147
tt0007522,nm0830249
tt0046519,nm0266868
tt0573833,\N
tt0477915,nm0605942
tt0189189,nm0419737
tt0260510,nm0041332
tt0260510,nm1781411
tt0260510,nm1905233
tt0260510,nm1354975
tt0260510,nm0327273
tt0260510,nm0006620
tt0260510,nm0874146
tt0260510,nm1091618
tt0063779,nm0217762
tt0196193,nm0166996
tt0473561,nm2001417
tt0493175,nm0267340
tt0324449,nm1196483
tt0360156,nm1346197
tt0703444,nm0469803
tt0206395,nm0002356
tt4205158,nm4525788
tt0867465,nm0030791
tt0115412,nm0031974
tt0105758,nm0317230
tt0241037,nm0899520
tt0324450,nm0488182
tt0368409,nm0594825
tt0455832,nm1880980
tt0271252,nm0541253
tt0334626,nm0443542
tt0114853,nm0365385
tt0139723,nm0250038
tt0059879,nm0289543
tt0188272,nm0149457
tt0442554,nm1809318
tt0078465,nm0377433
tt0415023,nm0994537
tt0947095,nm2106742
tt9876190,\N
tt0371380,\N
tt0779772,nm0997778
tt0250100,\N
tt8510228,nm9885737
tt0423485,nm1095027
tt0351961,nm1314070
tt0012804,nm0922386
tt0292335,nm0719908
tt5765294,nm0341896
tt0140681,nm0537820
tt9306150,nm10269767
tt0242115,nm0199003
tt0122785,nm0894787
tt0889232,nm0107788
tt2496070,\N
tt0224352,nm0749634
tt0076885,nm0459567
tt0448941,nm0800541
tt0159823,nm0003904
tt0017516,nm0296193
tt7391398,\N
tt0057663,nm0314351
tt0211107,nm0750365
tt0272345,nm0723134
tt8924060,\N
tt0376961,nm0610182
tt0067953,nm0004306
tt0494885,nm2136290
tt0410858,\N
tt0453299,nm0289599
tt0773176,nm0575721
tt0773176,nm0874248
tt0260511,nm0874248
tt0261394,nm0798616
tt0818809,nm2295128
tt0493957,nm1908531
tt0493958,nm1908531
tt0493959,nm1908531
tt0284625,\N
tt0309042,\N
tt0423486,nm0207010
tt0288876,nm0136551
tt0030942,nm0153713
tt0238709,nm0370868
tt0380796,nm0551443
tt0052367,nm0213136
tt0052368,nm0462322
tt0048790,nm0281507
tt2354152,nm5222137
tt1876080,nm1121649
tt0234989,nm2279364
tt1207897,\N
tt0098601,nm0217953
tt0063782,nm0888585
tt0084869,nm0559769
tt0216366,nm0608491
tt0047658,nm0181293
tt0081723,nm0716348
tt9913450,nm4301534
tt9309924,nm9404511
tt0485164,nm0873488
tt0045295,nm0693398
tt0389509,\N
tt0389510,nm0352583
tt0847128,nm2359360
tt0092173,nm0279926
tt0153556,nm0627087
tt0114854,nm0850546
tt0120455,nm0415148
tt9214928,\N
tt0303195,nm0217762
tt0075396,nm0745603
tt0034362,nm0103855
tt2142163,nm4820220
tt0189190,nm0746008
tt0797084,nm2253971
tt0083294,nm0739308
tt3207002,nm4675456
tt0178970,nm0156668
tt0267098,nm0096293
tt0334627,nm1252899
tt0271253,nm0099552
tt7509442,nm0023355
tt0063769,nm0375224
tt0032096,nm0648056
tt0052360,nm0819245
tt8648970,nm5859268
tt11251202,\N
tt0380798,nm0003606
tt1152403,nm0002573
tt0153557,nm0903737
tt0393950,\N
tt0395292,nm1120453
tt0375189,nm0008692
tt1341602,nm1425353
tt6682352,nm4815628
tt0065181,nm0350574
tt0139724,nm0630197
tt0965236,nm2177061
tt0120456,nm0698184
tt0105761,nm0438906
tt0143981,nm0269203
tt0396927,nm1029873
tt7056898,nm6113423
tt0276607,nm1154192
tt5286970,nm3002576
tt9581870,nm5590986
tt0889233,nm2433819
tt0463254,nm0684762
tt0438562,nm0270739
tt0197087,nm0395698
tt0328614,nm0297846
tt0192753,nm3355494
tt0456181,nm1891176
tt0129542,nm0211108
tt4972842,nm0697934
tt0103213,nm0299923
tt9160046,nm8519778
tt0033226,nm0002031
tt0877726,nm0831065
tt0369047,nm1386294
tt0015462,nm0395130
tt0491227,nm0775573
tt0348325,nm0400638
tt0307639,nm0548533
tt7941846,nm2562787
tt1578838,nm3686166
tt9149374,nm5883328
tt9149374,nm6085179
tt0339867,nm0717281
tt0265999,nm1016680
tt0265999,nm1015160
tt0019534,nm0166730
tt0292337,nm0145036
tt0369046,nm0145036
tt0344529,nm0145036
tt2846178,nm0073688
tt4727556,nm2730235
tt0129548,nm0272104
tt2847250,nm1093070
tt9734486,\N
tt0906105,\N
tt0069464,nm0042500
tt8585264,\N
tt0072373,nm0487878
tt9222586,nm2966447
tt0255684,nm0321037
tt0063784,nm0275316
tt1987022,nm1252615
tt0194506,nm0532141
tt0054445,nm0445454
tt0063992,nm0188547
tt0133267,nm0936786
tt0287784,nm1001468
tt6431658,nm6088622
tt6282086,\N
tt0114855,nm0691061
tt0118088,nm0724037
tt0183979,nm0724037
tt8968672,nm1111256
tt8968672,nm8194101
tt9314354,nm7141502
tt9373438,nm9945386
tt7535460,nm5273859
tt0296919,nm0148441
tt0164221,nm0403541
tt0118091,nm0059219
tt0118091,nm0322539
tt0118091,nm0634811
tt0118091,nm0694137
tt0183980,nm0124000
tt0424542,nm1715461
tt8174402,nm9715766
tt0004767,nm0208657
tt0015463,nm0152169
tt0453300,nm0198523
tt0486047,nm2088045
tt3687104,nm0929349
tt6347716,nm6572949
tt0015464,nm0072117
tt0010846,nm0408433
tt0010847,nm0283444
tt0009765,nm0875869
tt0420304,nm0542498
tt0364647,nm0352032
tt0356178,nm1333986
tt0256501,nm0619239
tt0945520,\N
tt9388848,\N
tt0332489,nm1349821
tt0938347,nm4131865
tt0938347,nm3064183
tt0255685,nm0619239
tt7022070,nm9067821
tt0202070,nm0745577
tt0188275,nm0309116
tt0090267,nm0300965
tt0217134,nm0005731
tt0016491,nm0275494
tt0389493,nm1275091
tt0079194,nm0260474
tt5543998,nm0047658
tt0468958,nm0416043
tt0214285,nm0595903
tt0141963,nm0850875
tt0055282,nm0140257
tt0140682,nm0243563
tt8001016,nm0157450
tt5713946,nm1346665
tt0356179,nm0446819
tt0181886,nm0649256
tt0331062,nm0483943
tt0105742,nm0265086
tt0418295,nm0227603
tt0326363,nm1167432
tt0376308,\N
tt8083774,\N
tt8860560,nm8905535
tt0155357,nm0052331
tt0418296,nm1514228
tt0358261,nm1203774
tt0292341,nm0436382
tt0155358,nm0052331
tt0279505,nm0619764
tt0090269,nm0326671
tt0334630,nm1141845
tt0281350,nm0765881
tt0376309,\N
tt0262876,nm0201927
tt0418297,\N
tt0393954,nm0787429
tt0215338,nm0007131
tt0262877,nm0201927
tt0272347,nm0890870
tt0272347,nm0897223
tt8482938,\N
tt5882168,\N
tt0432188,nm1760848
tt0130350,nm0706800
tt0287099,nm0796505
tt0189191,nm0542284
tt0114859,nm0141142
tt0111632,nm0695916
tt2053272,\N
tt4016550,nm5655083
tt0344531,nm1203476
tt0833557,nm2335574
tt0493961,nm2132901
tt0249229,nm0826932
tt0432189,nm1760834
tt0098603,nm0116670
tt0098603,nm0130666
tt0098603,nm0710511
tt0241038,nm0518889
tt8337596,\N
tt9074082,nm0649506
tt9074082,nm0341702
tt9074082,nm0000419
tt9074082,nm0703028
tt9074082,nm0703029
tt9074082,nm2097787
tt9074082,nm0749914
tt0100877,nm0016412
tt0195391,nm0337150
tt0314851,nm0548297
tt0098604,nm0935076
tt4789024,\N
tt0192755,nm1338542
tt0105764,nm0322083
tt0105764,nm0565342
tt0105764,nm0760523
tt0469989,nm1974863
tt0469989,nm1972815
tt0260513,nm0840345
tt6370962,nm8668030
tt0468578,nm1626854
tt0362284,nm1155578
tt1199203,nm0296710
